sourceCurrency,targetCurrency,sourceAmount
CNY,ETB,4529.19
AMD,DKK,161.97
PHP,GBP,486.49
AUD,KRW,2797.52
KZT,LKR,255.94
TMT,JPY,306.62
GEL,MDL,232.5
BOB,VND,19.02
CLP,CAD,916.26
CHF,GBP,297.35
CNY,GBP,8610.72
BOB,HRK,18.24
JPY,CLP,119.86
USD,NOK,17994.25
CAD,PEN,214.32
VND,GBP,451095.92
CHF,CAD,12833.03
MKD,GBP,3673.39
BYN,PEN,386.15
ETB,CHF,326.41
CAD,NGN,84.77
EUR,TZS,9.04
KES,JPY,590927.28
PKR,KRW,515.59
MDL,EUR,309.3
CNY,AZN,3644.12
CHF,NZD,495.78
BRL,USD,28034.93
USD,CHF,2324.02
NOK,EUR,2904.09
GBP,UYU,859.64
VND,USD,33.59
GBP,MDL,329.08
JPY,ETB,48.24
MYR,IRR,32.86
GBP,OMR,3884.81
TRY,BOB,39.39
SAR,MDL,345019.5
LKR,EUR,33.09
GBP,KZT,2249.01
EGP,THB,28.67
EUR,BHD,361328.9
USD,LKR,26280.98
GBP,COP,433608.17
CHF,CAD,37530.54
USD,PLN,46.26
PGK,KZT,2914.35
DZD,JPY,272.47
GHS,PEN,19.12
AUD,CZK,245.5
PGK,USD,23.29
GBP,SEK,4403.39
GBP,IDR,20175.52
HRK,DZD,36937.32
CAD,RON,166.69
MDL,JPY,1127.36
CLP,CNY,419.24
UGX,AUD,412.23
COP,USD,437.38
TND,VND,4184.84
MDL,EUR,35.28
USD,MDL,826017.01
KZT,CHF,234.95
MKD,NGN,1142.83
PHP,CHF,39.73
JOD,VES,3558.55
MDL,CNY,11.97
TMT,GBP,26474.16
DKK,KRW,414.98
CNY,CAD,31.59
PGK,JPY,478.34
EUR,MDL,410.85
CZK,PKR,28.45
SGD,MKD,327.58
UZS,MKD,37.32
TZS,JPY,1.43
GEL,EUR,2.58
CNY,ARS,32.89
LKR,OMR,486.87
DKK,ZAR,12.83
PLN,CHF,9.11
USD,CHF,7164.25
CLP,BDT,28.37
OMR,DZD,173.94
OMR,CHF,1285.85
SBD,COP,2.64
GEL,SEK,43.59
ARS,JPY,2639.69
GBP,SAR,32.43
GBP,KES,180.97
HUF,JPY,6866.98
NGN,CHF,7.89
TRY,CHF,154.65
VES,USD,231.19
SAR,JPY,304.15
IDR,ILS,124.86
NOK,JPY,213.87
JPY,ETB,3403.56
PGK,AUD,2144.73
KES,JPY,3955.99
CNY,PGK,18.17
RUB,CHF,216.1
CNY,RSD,433.38
CZK,AUD,3453.98
CHF,LBP,355.49
TWD,FJD,118.75
ZAR,JPY,45451.01
CLP,CNY,34734.0
GBP,PLN,476.43
IDR,USD,41.71
CNY,AZN,815.25
INR,EUR,11579.99
CNY,EUR,16.03
USD,EGP,36476.11
MAD,EGP,328.32
AUD,SGD,3147.87
UYU,AUD,1790.77
EUR,CHF,28.22
PKR,AUD,177912.72
UAH,NZD,3913.4
UYU,EUR,2433.44
MKD,NOK,2380.9
GHS,CZK,3382.51
LBP,PLN,488.19
CAD,IDR,31184.91
CNY,SEK,43.17
PEN,RUB,465.0
GBP,ALL,7.39
PHP,CAD,4039.51
AUD,MYR,350.21
BHD,CAD,267.27
EGP,EUR,3381.55
NOK,MXN,24.5
CAD,SAR,253.48
TZS,COP,573561.86
IRR,USD,71.82
PYG,AUD,46.49
GEL,JPY,483380.47
CNY,MYR,340169.55
HKD,RSD,5.84
INR,CNY,191590.94
BDT,GBP,20919.67
BYN,JPY,27.31
LBP,LKR,3882.9
TRY,GBP,3837.46
GBP,DKK,3163.58
MAD,CHF,1230.41
CNY,RON,201.9
CHF,RSD,375.86
LBP,BHD,385.5
BHD,JPY,2365.69
USD,RON,16.39
CNY,SEK,131.97
EUR,LKR,176.31
NOK,CAD,45.22
USD,MDL,988.69
CHF,AUD,20010.03
KWD,EUR,6.75
CAD,TND,19334.19
RSD,TRY,27514.65
ZAR,CAD,4066.6
GBP,BDT,496.03
EUR,LKR,2395.45
LKR,KRW,769.63
SGD,JPY,8.73
USD,PEN,367.2
AUD,EUR,4402.98
GBP,MDL,38.64
AUD,TWD,22922.8
SGD,AMD,85.86
GBP,BOB,349.33
NZD,JPY,2502.63
GBP,THB,4314.99
DKK,GBP,31713.17
GEL,USD,41475.05
FJD,CNY,2855.28
CLP,BHD,13968.9
CHF,LBP,7.47
KWD,AED,22.25
CHF,JPY,30.17
AUD,BGN,361.73
NOK,CAD,231.92
ARS,GHS,12.83
USD,TND,26746.69
EUR,VUV,120.98
VND,DKK,11753.55
CHF,GHS,228.74
AUD,TZS,24.18
MXN,BGN,31058.87
USD,MXN,13.58
CZK,CHF,40747.93
BHD,CNY,45.35
BDT,BHD,420.88
VND,QAR,685.27
NZD,ARS,163.92
KWD,CHF,7282.25
GHS,AUD,47.87
IRR,EGP,180872.99
HUF,CNY,4066.03
AUD,UAH,182.54
UGX,KRW,26.09
PYG,SAR,3362.43
KWD,EUR,24068.34
CAD,CLP,4.61
RON,HUF,13.52
BRL,CNY,1673.97
ZAR,JPY,235.49
EUR,UAH,46.29
CHF,GBP,49.83
AUD,HUF,3841.78
SGD,AUD,188.54
PEN,SAR,49.73
NZD,CAD,471.18
SAR,EUR,492744.71
BYN,GBP,16084.9
SGD,RUB,35.61
EUR,CAD,35.32
GBP,MYR,4221.49
CHF,GBP,150.38
COP,JPY,20186.92
TMT,JPY,48.27
DKK,SEK,77.3
LKR,PLN,11.23
RON,UGX,4697.9
TND,EUR,28.35
GBP,DZD,49.5
KWD,BOB,4812.26
CHF,FJD,399.23
RON,CHF,164.07
CNY,PKR,14.72
TND,JPY,22.89
TRY,CNY,35204.01
JPY,ARS,14030.7
ARS,KWD,4985.41
USD,TZS,284.57
GBP,VES,4776.83
AUD,DZD,23329.48
JPY,VES,433.73
IDR,CHF,1824.74
CLP,JPY,39.02
AED,TZS,4004.44
MKD,KRW,4230.22
TWD,CAD,2769.52
JPY,VES,352.67
GBP,PHP,1294.88
CNY,MAD,86.55
SGD,NGN,29.08
VND,CHF,7.45
GBP,LBP,4666.68
AED,CAD,2.59
GBP,ARS,7.82
CHF,TMT,813.15
MXN,CAD,993.75
GHS,AUD,49.17
COP,MDL,14156.11
AUD,USD,25655.2
KRW,TWD,178.18
UYU,JPY,3267.94
LBP,KES,6219.21
EUR,CNY,361.01
MDL,EUR,9.93
DKK,CNY,4.83
GHS,TMT,2205.24
CLP,DKK,179.15
IRR,GBP,46.92
IRR,CNY,492.49
USD,ARS,9.2
AED,BYN,451.08
JOD,EUR,192037.09
AUD,EGP,150779.13
THB,EUR,36105.65
ILS,USD,24.94
SAR,RUB,3275.94
CNY,GBP,34.3
AMD,WST,5535.64
MAD,GBP,450.94
UZS,AUD,32840.77
EUR,WST,443.58
UAH,ALL,41.68
CNY,RUB,7683.1
NZD,EUR,469015.32
USD,CNY,3614.67
CNY,MYR,33868.36
VUV,CLP,6.13
VES,GBP,20.97
JPY,HRK,62.91
PLN,BOB,49189.24
NOK,BRL,31.45
TWD,AUD,1094.24
AUD,KES,51.11
AUD,BDT,24.19
USD,GBP,2044.85
UAH,ETB,460.87
RON,USD,4.97
CHF,UGX,77.94
GBP,JOD,4187.0
SBD,RUB,8.96
CNY,MXN,1604.85
CNY,IRR,33603.13
BOB,BHD,24.1
SGD,HUF,242.74
MDL,MAD,16.85
ETB,BOB,700823.98
JOD,EUR,467.58
MDL,JPY,117.78
CAD,IRR,456.73
CNY,MKD,41.61
USD,RSD,627.13
UYU,CHF,9133.51
JPY,ARS,2134.1
INR,GBP,377.89
RSD,EUR,413.35
TWD,TRY,319360.06
JOD,GBP,17.73
CNY,VES,43422.89
CZK,CHF,9206.47
CHF,BRL,111196.0
CAD,UYU,398.02
HKD,KES,316375.35
AUD,BHD,472.26
JPY,KRW,301.96
IRR,CHF,16.54
VND,SEK,35.46
VUV,AMD,323.59
EUR,ZAR,10.79
RSD,CAD,3835.68
VUV,BOB,31.69
JPY,EUR,23159.89
PEN,CHF,259.32
KES,SAR,127.19
BHD,CAD,3786.09
BGN,AUD,38.26
TRY,AUD,47.59
BDT,AUD,4.9
LBP,UYU,39.41
TWD,BDT,3887.62
AZN,CNY,3652.05
HRK,USD,47.85
JPY,BGN,40381.57
ZAR,AUD,291755.84
BDT,GBP,22.27
EUR,AED,468.2
AED,BGN,1753.52
MYR,JPY,583.62
BGN,GBP,3305.09
ILS,CAD,37670.45
KWD,VES,320.64
EUR,TRY,713.48
GBP,AUD,41483.98
AMD,BDT,30565.79
ALL,CNY,10.7
GBP,VES,35721.26
DKK,HRK,454.81
RUB,USD,36443.78
CZK,CAD,18433.4
PLN,BGN,238.26
CAD,MDL,258.97
USD,PEN,21526.35
FJD,USD,30.9
BGN,MXN,28.81
NGN,USD,64.32
USD,MYR,4718.12
ILS,AUD,4194.89
TMT,BDT,2613.75
JPY,MKD,3342.72
OMR,CHF,29.4
MAD,NGN,2.33
TMT,UGX,2328.76
EUR,BGN,2054.02
TND,USD,32416.68
AZN,GBP,274.37
UYU,COP,4476.99
CHF,TND,389.83
IDR,NOK,15.16
OMR,EUR,4215.85
TZS,CNY,477.75
CAD,AMD,149.49
CAD,TWD,414.77
CNY,HRK,2939.4
LKR,JPY,109.56
NGN,SBD,341358.31
KRW,CHF,42532.89
EUR,MDL,3890.34
SAR,BRL,9.9
CHF,DZD,329.19
PKR,IDR,4331.82
DKK,RSD,1749.18
HUF,EUR,385.33
EUR,QAR,1554.6
NZD,LKR,4657.26
CHF,USD,1387.19
JOD,EUR,170.9
VUV,EGP,165.53
BHD,USD,22728.57
CHF,HKD,7.92
KES,USD,102296.39
CZK,EUR,4416.33
USD,MDL,206.43
JPY,CHF,18954.42
ALL,AUD,460.92
PGK,GEL,37117.38
VES,VND,17.64
ARS,KWD,248.97
UAH,KZT,2428.5
JPY,ARS,14.97
EUR,AUD,2678.25
AUD,WST,3650.66
ETB,CNY,210.66
USD,AUD,3935.31
CLP,GBP,11565.3
JPY,KWD,621753.99
TND,TZS,26026.77
GBP,HUF,111089.38
JPY,INR,44076.51
AUD,JOD,769.02
LKR,AUD,388.77
JPY,PLN,865.68
CNY,UYU,7.57
PEN,USD,3257.99
NZD,GBP,33.72
USD,QAR,2917.64
DZD,CAD,2832.34
AUD,HRK,31.32
GBP,UYU,266.31
CNY,IDR,35.63
CHF,MYR,46844.12
HKD,JOD,6.04
EUR,TZS,324.2
USD,PLN,442.69
HRK,KWD,3596.78
EUR,QAR,15593.32
TMT,CNY,3.0
CLP,NGN,228.76
PKR,USD,9358.28
UZS,PGK,169.1
USD,THB,3067.3
GBP,CAD,18270.67
USD,MKD,420.61
HUF,CHF,2906.8
VUV,KZT,408.24
BHD,EUR,464.52
JPY,EUR,46.73
CHF,JPY,67.33
UAH,EGP,156.54
GBP,UZS,2662.36
ETB,CNY,122.02
PKR,RON,3997.52
HKD,EUR,42415.81
PKR,IDR,469.77
GEL,CAD,354050.42
TZS,CAD,3.87
VND,AUD,32222.83
CNY,PLN,12.52
CHF,EUR,3020.93
PGK,UAH,4447.85
EUR,PEN,15755.4
JPY,PLN,2698.31
CAD,NZD,334.87
ARS,CAD,215.83
CAD,PYG,3731.8
EUR,CNY,1893.7
CAD,MKD,18193.92
TND,USD,222.55
FJD,EUR,20995.18
AUD,ARS,7927.31
CHF,TMT,225.39
ZAR,EUR,1872.11
BRL,GHS,313.74
CNY,BHD,480.59
CHF,TND,32.25
PHP,CHF,29.71
HRK,PHP,1002.47
KWD,USD,36.9
GBP,RON,19272.12
CNY,CLP,199.1
BGN,THB,161.22
RSD,EUR,3110.24
AUD,TND,458.15
GBP,TZS,294.25
CAD,TOP,2496.99
ZAR,CNY,312886.65
PHP,JPY,4714.93
CNY,JPY,1264.96
GHS,EUR,429.69
JPY,TND,33.84
PKR,GBP,219.51
JPY,TND,336.04
PGK,CAD,2678.3
CHF,GHS,10.35
CAD,USD,458.41
BGN,GBP,205.49
SEK,ETB,16.58
USD,ZAR,35557.25
HKD,CHF,2101.48
CAD,KRW,258.83
CHF,INR,77.2
BHD,CNY,380.29
COP,CNY,14.72
ALL,JPY,26880.63
ETB,EUR,10248.43
CNY,AED,46.67
JPY,BRL,48.66
GBP,HUF,134.6
HRK,JPY,4010.79
ZAR,CNY,337.96
PEN,AUD,2024.68
TMT,CAD,368.32
USD,LBP,262.49
USD,TWD,384.38
IDR,AUD,180.53
BHD,EUR,11971.47
TOP,USD,177.55
KRW,GBP,36274.29
PYG,GBP,156.56
CHF,VES,419.15
UZS,CAD,23703.11
GHS,DKK,4852.05
JPY,EGP,368.96
GEL,BRL,185.37
CAD,HKD,31347.13
CHF,UZS,4558.41
MDL,SBD,180.75
UZS,CHF,20881.34
EUR,LKR,139.15
ILS,KZT,269989.47
AUD,OMR,3268.67
GBP,GHS,3988.01
AUD,ZAR,4141.66
GEL,TMT,36919.95
IRR,JPY,500.39
USD,RSD,497.52
CHF,CLP,296.71
USD,TMT,453.56
BGN,AUD,42.08
FJD,COP,48.04
CZK,GBP,6.42
CNY,EUR,475880.72
AMD,WST,31.45
SEK,CAD,26.53
AZN,GBP,462.24
BRL,AUD,42.26
IDR,PEN,15.64
CAD,AUD,49215.75
SAR,JPY,2267.89
HRK,TWD,19.48
USD,KRW,483.37
GBP,AUD,6.85
VND,EUR,30.7
PHP,JPY,41.1
AUD,DZD,1127.25
SEK,CLP,1906.79
CZK,EUR,32.93
AUD,KZT,8844.57
SGD,CHF,37.06
SBD,CLP,260.94
VUV,CLP,205.15
SAR,AZN,11.58
HKD,AUD,29653.66
AUD,MDL,2427.97
GHS,AUD,2781.9
GBP,RON,23.99
HUF,AUD,511.39
CNY,ZAR,33.61
USD,KRW,3009.63
CNY,EUR,2722.43
VES,AUD,3782.84
UAH,USD,4360.04
NOK,BGN,175.7
RUB,TZS,31158.15
CNY,RUB,20.93
PLN,UAH,63383.94
NZD,CHF,2454.86
AUD,MAD,476.04
ETB,TMT,691.47
GBP,SGD,27596.82
UYU,MXN,35.56
AMD,IDR,16.21
CNY,SAR,28339.8
GBP,AUD,94.42
RON,CNY,4439.45
GBP,TOP,1140.52
ILS,UAH,28647.5
GBP,CLP,302.4
ARS,AUD,33.78
AUD,TMT,32.15
PHP,JPY,1323.7
MYR,GEL,2258.97
GHS,ZAR,1952.08
SEK,EUR,9354.38
UAH,CAD,2090.41
WST,JPY,8195.06
BYN,JPY,26141.87
GBP,PYG,38185.78
HRK,CNY,437.58
MYR,CNY,4052.35
JPY,GEL,6.59
EGP,CNY,344.52
CNY,OMR,891.5
TMT,CAD,3631.82
BGN,INR,2025.59
AUD,THB,47.98
PYG,USD,494.79
RSD,AZN,67.19
JPY,IRR,4127.7
TMT,VUV,155.57
NZD,USD,3868.26
CHF,TMT,902.61
AUD,EGP,419.81
EUR,WST,544560.76
CAD,DKK,3887.1
USD,BDT,45.76
SAR,USD,316.02
RON,LBP,21775.24
PEN,GBP,352.66
INR,TOP,308.43
PGK,CHF,12362.54
UZS,USD,44.83
EGP,EUR,511.38
CHF,JPY,957652.35
TRY,BHD,35.17
RUB,SGD,4820.63
MXN,GBP,43.66
AUD,MKD,178738.02
HRK,UGX,134.38
HUF,ETB,996421.98
AZN,PLN,229.89
HRK,AUD,795.56
COP,USD,14201.58
JOD,GBP,275.69
FJD,CAD,59.01
TRY,EUR,31124.77
GBP,VES,1160.27
KWD,LKR,274.01
GBP,SBD,9.42
MYR,CHF,403.54
AUD,INR,4226.0
HKD,USD,6.6
USD,PHP,6.25
VES,GBP,4502.91
CAD,TZS,207.33
EUR,HUF,45.57
EUR,PGK,15.47
ILS,RSD,11.14
TMT,WST,237.27
CNY,BRL,45731.28
UYU,AUD,317374.34
MYR,RSD,49.67
CNY,PYG,1395.29
ILS,JPY,123.56
ILS,CNY,15.04
LBP,CHF,2862.88
GEL,SBD,476.11
CAD,EGP,26.29
CNY,EUR,192.55
USD,ETB,152.8
LBP,AUD,32.22
GBP,SEK,40.17
JPY,HUF,24180.11
KES,CHF,444400.98
HRK,CAD,37545.54
PKR,KWD,10.87
NOK,CAD,432.65
FJD,GBP,151.07
GBP,IDR,307.82
AZN,NOK,1793.04
SEK,USD,39.57
TND,USD,1563.69
GBP,SAR,324.29
ILS,GHS,33867.09
CNY,ARS,4929.26
JPY,GBP,16.99
VUV,MAD,690165.68
MAD,EUR,3154.8
JPY,EUR,19.05
JPY,MAD,49727.75
KZT,JPY,94.83
PKR,TRY,165290.47
CHF,WST,514.82
PKR,VUV,10.98
GEL,KZT,4638.7
HRK,PHP,48562.99
RUB,CNY,2759.45
JPY,AUD,374.61
USD,AUD,29.77
EUR,ARS,216.02
UZS,CAD,3813.76
GBP,BDT,3842.38
PLN,ALL,4736.9
HKD,TMT,1624.56
HRK,JPY,229.7
MAD,CHF,12.03
JPY,PEN,464.86
CLP,CHF,19297.48
CNY,TWD,4842.21
BOB,SAR,19.15
USD,KWD,2793.44
GHS,CAD,83.6
JPY,IRR,37774.18
USD,LBP,3144.67
UAH,EUR,47.93
CLP,PKR,3465.73
TMT,VND,35.87
CAD,VND,4744.39
CNY,AMD,16.63
PKR,CHF,306.71
USD,EUR,310585.05
CAD,CNY,139.46
EUR,AZN,144.19
THB,GBP,2100.22
HUF,INR,14372.56
THB,AUD,45427.19
BOB,IRR,219.75
TRY,AUD,36.56
AUD,RSD,2457.19
IRR,EUR,45.88
USD,QAR,419.51
CAD,USD,6.77
CNY,CAD,85.49
CAD,PHP,30780.66
RSD,OMR,484.71
CHF,JOD,274.93
HKD,ZAR,43.19
CAD,VND,133.47
UAH,MXN,118.46
AUD,CZK,1666.02
MAD,CNY,14.14
TND,CLP,140.8
USD,NGN,17156.3
AUD,AMD,3581.32
HRK,CAD,69.34
AUD,LBP,42510.88
PKR,GBP,711.23
THB,CLP,4304.39
JPY,ETB,173.06
USD,ILS,135.14
USD,RUB,36.85
MKD,PEN,2108.26
CZK,TND,1789.03
UZS,CNY,35.54
GEL,CHF,38491.92
RUB,PHP,37.37
PHP,JPY,6.61
GBP,IDR,3291.22
KWD,HUF,7262.97
EUR,ZAR,24745.97
AZN,VES,3354.02
CNY,CAD,31.16
AUD,KZT,471.69
BYN,PKR,306.43
JPY,CHF,4604.77
IRR,AUD,29822.96
AMD,JPY,23158.96
EUR,AUD,197.68
USD,UGX,167.77
PLN,JPY,9990.63
SBD,TZS,2749.82
OMR,AUD,4576.18
VUV,CAD,78.02
KZT,BHD,454.23
UAH,CAD,479.58
VES,USD,3290.58
MXN,AUD,40826.95
NGN,TMT,11453.76
AUD,AMD,3847.71
TWD,JPY,2.39
CNY,DKK,43.39
USD,INR,4308.28
HRK,COP,341.37
PLN,AUD,485.5
KRW,AUD,234.6
RUB,AUD,1638.2
KRW,JPY,467.46
KZT,CHF,32.18
AED,UZS,3447.91
GBP,NOK,18.01
UAH,BOB,47.98
KZT,BOB,314.5
AUD,VUV,40.18
JPY,THB,154.26
EUR,KES,266.98
BYN,HRK,250.01
CAD,IDR,219.4
SGD,CHF,104.77
KRW,JPY,243.09
AUD,HKD,73.92
AUD,MAD,11357.01
ALL,AUD,5.8
AUD,EUR,202.09
EUR,SAR,6.79
AUD,AZN,1438.26
GBP,UZS,491.42
UZS,MDL,33.14
NOK,CHF,19195.05
JPY,EUR,46.2
CNY,TWD,274.12
AUD,LKR,211.76
CNY,BYN,41.23
BDT,NOK,31.56
MDL,HRK,34.12
CNY,VND,41646.77
JPY,ZAR,232.62
KWD,JPY,37362.36
USD,LKR,723.6
AUD,IRR,328.15
ZAR,AUD,45815.69
AED,VES,5.39
HUF,JPY,365.57
ETB,RUB,468.35
AUD,LBP,364.28
AUD,NGN,42.56
CAD,TZS,222.29
RSD,SGD,45887.57
INR,CHF,36.38
UGX,AUD,456.0
USD,AMD,353.69
ALL,CNY,472.84
USD,LBP,19177.31
CAD,MDL,1515.64
JPY,RSD,9.75
AUD,IRR,3463.92
PKR,GBP,49.51
CHF,MKD,316.29
AUD,PKR,1179.36
JPY,COP,30.45
TWD,EUR,952.38
CHF,UZS,2253.94
EGP,DKK,31724.77
CAD,TND,4545.11
BGN,CNY,3520.7
USD,AUD,21016.99
THB,JPY,11064.57
CAD,ILS,2581.3
PHP,CAD,403.23
USD,MXN,475.15
INR,USD,521.87
KWD,HUF,3431.21
BHD,VES,45707.47
EUR,JPY,7.86
NGN,NZD,962.38
CAD,SGD,140.37
SEK,KZT,42741.29
CNY,BHD,43.49
KES,AUD,3670.59
EUR,CNY,257.53
BRL,IRR,3050.35
KZT,CNY,34114.7
JPY,AZN,34249.39
OMR,AUD,2523.1
ILS,BDT,43.54
USD,PGK,4379.59
EUR,PYG,454.24
CAD,VND,49.69
CHF,THB,7145.16
UGX,NZD,4.61
USD,LKR,43602.52
ARS,ILS,18.45
AUD,TMT,435.65
VES,GBP,3327.18
AMD,JPY,27.63
EUR,SAR,4639.7
TMT,CNY,2482.62
UGX,AUD,35.85
HKD,IRR,194.07
GEL,USD,17714.27
INR,CHF,12340.36
KZT,BGN,3084.66
NZD,WST,1491.91
CNY,UGX,3055.05
GHS,UZS,952.05
KZT,CNY,41.44
GBP,MAD,4557.14
MYR,CNY,482.21
TZS,MAD,163.04
GBP,CZK,319.95
EGP,AUD,408.78
LKR,CNY,8681.12
THB,AZN,470.17
GHS,CAD,45938.25
CHF,COP,926.57
CNY,BHD,49606.18
ETB,BHD,4283.76
CAD,BHD,40973.01
JPY,PGK,4229.43
VND,CHF,16.71
AUD,MDL,30585.84
GEL,CNY,4.29
CNY,ALL,15.29
IRR,COP,1579.65
JPY,VND,37.96
GBP,MKD,1073.18
EGP,CNY,875.08
BYN,EUR,1835.92
MDL,JPY,29.86
BGN,USD,211590.45
GBP,UZS,5.74
CAD,LKR,295.47
GBP,VES,3037.58
EUR,GBP,256.09
SBD,GBP,6492.23
MXN,CHF,4880.32
JPY,BDT,39.13
ETB,EUR,11.08
ILS,BYN,15417.59
ZAR,NOK,1926.13
TND,IRR,24.26
AUD,SBD,148.43
EUR,BOB,4469.53
KES,AUD,1024.08
CHF,PEN,192926.22
HUF,BHD,4479.88
EUR,PGK,32674.95
NGN,HKD,9.49
ETB,PHP,5.9
VND,AUD,303.79
SBD,TMT,398.45
VES,EUR,46.68
AUD,HUF,19.02
CNY,CLP,4190.28
TRY,GHS,477823.61
BYN,TZS,32272.78
AUD,CHF,423.94
UGX,CZK,22853.15
BDT,EGP,46.19
UZS,TWD,11.5
AED,USD,49.67
CNY,JPY,3181.91
ALL,EUR,4624.62
DZD,PGK,34.09
CAD,NZD,216.95
JPY,OMR,183.68
CNY,AED,2882.11
CNY,SEK,25146.03
CAD,UZS,1355.33
CZK,IDR,1238.63
TMT,CNY,4026.86
HRK,UZS,2694.0
PHP,VUV,41165.86
KWD,CAD,3916.1
CNY,BHD,359.6
PHP,UYU,1011.49
DZD,TMT,76.3
CNY,KWD,306.72
EUR,IDR,32.42
MYR,GBP,36.87
MXN,SBD,203.97
NOK,AED,133.25
RSD,EUR,2553.65
MXN,CHF,3384.21
OMR,AZN,4631.72
PLN,AUD,112.0
CNY,HRK,306.96
TZS,AUD,1183.32
USD,SEK,4309.65
GBP,AZN,27551.36
AUD,RUB,366.3
RUB,BYN,4004.47
IRR,JPY,47686.77
CNY,AMD,280.53
AUD,LBP,2441.83
HUF,LBP,1559.63
UGX,GBP,3167.8
VUV,CAD,250.04
ETB,CNY,2136.93
USD,LKR,4696.06
CAD,CLP,413.97
GEL,CAD,45881.11
AMD,AUD,18.22
AUD,CHF,330.55
KRW,AUD,884070.6
USD,BOB,2836.4
CNY,MKD,3688.93
CAD,BRL,391.54
DZD,LKR,162.94
IDR,USD,155.82
EUR,VUV,3069.17
AUD,CAD,1168.94
BYN,CAD,22.25
USD,RSD,522.62
PKR,MXN,88.28
USD,BDT,6594.15
WST,USD,40106.51
VUV,GBP,67.72
USD,VES,39439.79
CHF,HRK,11.76
CHF,ETB,1301.81
AUD,USD,3119.33
PYG,GEL,45379.21
AUD,UAH,443.24
LKR,BYN,25168.5
BGN,JPY,25.78
GBP,FJD,364.18
AUD,OMR,29.73
AUD,KZT,33.28
PLN,KES,13.37
DKK,JOD,164.69
TND,EUR,4533.89
BHD,EUR,174.96
CNY,SAR,3737.83
RSD,GBP,12.57
HKD,LKR,14.38
JPY,KES,27826.37
CNY,MXN,4723.55
ZAR,GBP,8.5
GBP,CHF,11854.03
ILS,GBP,8.89
VUV,EUR,13.38
MKD,EUR,1388.06
AUD,TZS,69.82
TMT,USD,42.01
CNY,TWD,28286.33
HKD,USD,11636.1
CNY,NZD,2524.89
USD,EUR,28.37
BDT,KZT,287915.5
TWD,TOP,453.28
PLN,GBP,3661.11
MAD,JPY,902.29
QAR,BDT,327.44
NZD,INR,4964.36
AUD,MAD,18.98
TOP,UYU,305.79
USD,INR,36.9
BOB,CAD,3669.38
AED,PKR,185.19
UZS,USD,468616.82
COP,JPY,2.98
PEN,AUD,911234.35
TMT,EUR,184.81
AUD,KZT,38.84
MAD,NZD,301.42
USD,BOB,39.68
GBP,JPY,2437.48
SBD,JPY,1365.47
RUB,CHF,1847.0
QAR,CHF,355.12
MAD,CHF,3119.26
KWD,BRL,42422.19
PYG,GBP,15.91
CHF,AMD,308.37
SAR,TZS,1060.12
QAR,USD,23404.34
KES,DZD,2.64
SGD,MAD,387.28
EUR,ETB,61314.63
VND,NOK,1181.18
PKR,EUR,270.28
USD,OMR,469.91
QAR,CAD,423.65
CHF,IDR,23519.71
RON,MYR,13873.66
UGX,BDT,4793.44
TRY,RON,3513.63
CHF,EGP,435732.32
FJD,CNY,1811.76
VND,DKK,23594.25
CNY,HUF,43853.98
CHF,KWD,21.36
PYG,CHF,146.9
TND,AUD,953288.3
CNY,GEL,52.41
CNY,UGX,4875.05
CZK,RUB,167.97
PHP,OMR,392.08
ETB,GBP,41207.13
ILS,DKK,303630.91
PLN,BOB,392.09
CHF,PHP,136.94
USD,MAD,38276.26
CNY,FJD,41697.51
EUR,TOP,3.78
FJD,AUD,344.18
CHF,TWD,3522.26
CNY,TND,17378.01
PEN,NGN,31.86
INR,USD,2656.51
GBP,CHF,18.04
CHF,ZAR,12701.95
RON,CHF,88.05
KWD,JPY,1053.06
RON,AUD,388.24
BGN,USD,38231.14
USD,SGD,926385.96
RSD,CLP,407910.74
VES,TWD,4243.09
TOP,USD,3924.3
USD,KWD,1.84
NOK,JPY,280.98
CAD,RON,15249.34
PGK,PLN,384.88
CHF,NZD,2109.45
KWD,CHF,47.53
CHF,MKD,447155.07
KZT,JPY,300095.3
PHP,CHF,34718.28
EUR,SAR,2790.8
CAD,MXN,3819.85
CAD,NOK,176.27
GBP,THB,37.95
EGP,CHF,48.96
AUD,GBP,6.7
THB,CHF,13538.92
AMD,PYG,3469.19
GHS,DKK,10.4
AUD,IDR,26438.26
GBP,THB,1319.8
MYR,JPY,163.16
EUR,KZT,354.7
DKK,CHF,347.85
CLP,CNY,34246.14
IRR,EUR,20.55
GBP,FJD,1334.67
USD,MXN,38.32
PHP,USD,464.07
CAD,IDR,181.64
INR,CAD,400.54
CNY,PLN,3888.31
TMT,HRK,2375.44
MKD,JPY,4085.48
CHF,CLP,3224.06
GBP,COP,6.48
TMT,CNY,36741.55
SGD,TMT,111.58
TWD,WST,238054.1
CNY,LBP,1.35
THB,CNY,2362.87
QAR,WST,6.32
WST,AUD,397.23
CLP,CHF,3702.84
CLP,TWD,40.5
GBP,EUR,6959.84
ETB,RUB,41.6
AUD,CHF,2574.88
CNY,WST,449.39
CNY,GBP,1580.32
CAD,ARS,31373.89
AZN,CNY,274421.71
GBP,SBD,32509.01
JPY,RUB,38.86
EUR,MKD,48.42
ALL,PEN,494391.1
JPY,CNY,18.03
NOK,CAD,1408.05
BOB,SAR,81744.79
PEN,RSD,323.44
